"v"	"v2"	"first"	"second"	"palindromatic"
"pst"	"tsp"	255648	331806	FALSE
"pt"	"tp"	255651	326986	FALSE
"ptp"	"ptp"	255877	255877	TRUE
"pu"	"up"	255881	354459	FALSE
"puls"	"slup"	256382	294612	FALSE
"puns"	"snup"	256740	295953	FALSE
"pup"	"pup"	256768	256768	TRUE
"pupils"	"slipup"	256819	294228	FALSE
"puris"	"sirup"	256961	292443	FALSE
"pus"	"sup"	257173	311247	FALSE
"put"	"tup"	257263	332505	FALSE
"pwt"	"twp"	257396	333516	FALSE
"q"	"q"	257397	257397	TRUE
"qs"	"sq"	257441	301582	FALSE
"r"	"r"	259190	259190	TRUE
"radar"	"radar"	259493	259493	TRUE
"rages"	"segar"	259927	283194	FALSE
"rakes"	"sekar"	260189	283393	FALSE
"rakis"	"sikar"	260200	290225	FALSE
"raps"	"spar"	260776	298388	FALSE
"ras"	"sar"	260847	278265	FALSE
"rat"	"tar"	260945	316456	FALSE
"rater"	"retar"	260999	270307	FALSE
"rats"	"star"	261117	302846	FALSE
"raw"	"war"	261316	362531	FALSE
"reaps"	"spaer"	261939	298243	FALSE
"rebus"	"suber"	262495	307913	FALSE
"rebut"	"tuber"	262501	331886	FALSE
"rebuts"	"stuber"	262504	306751	FALSE
"recaps"	"spacer"	262608	298157	FALSE
"recart"	"tracer"	262635	327037	FALSE
"recit"	"ticer"	262908	323200	FALSE
"redart"	"trader"	263874	327254	FALSE
"redder"	"redder"	263921	263921	TRUE
"redes"	"seder"	264096	282982	FALSE
"redips"	"spider"	264209	299695	FALSE
"redraw"	"warder"	264401	362568	FALSE
"redrawer"	"rewarder"	264402	271575	FALSE
"reeks"	"skeer"	264611	292889	FALSE
"reels"	"sleer"	264637	293924	FALSE
"rees"	"seer"	264798	283163	FALSE
"reet"	"teer"	264820	317813	FALSE
"refer"	"refer"	264981	264981	TRUE
"reflet"	"telfer"	265145	318330	FALSE
"reflow"	"wolfer"	265190	366904	FALSE
"reifier"	"reifier"	266082	266082	TRUE
"reis"	"sier"	266533	289929	FALSE
"reit"	"tier"	266551	323393	FALSE
"reiter"	"retier"	266558	270470	FALSE
"reives"	"sevier"	266578	286780	FALSE
"reknit"	"tinker"	266681	324024	FALSE
"reknits"	"stinker"	266682	304695	FALSE
"relever"	"reveler"	266870	271146	FALSE
"relit"	"tiler"	267008	323568	FALSE
"reliver"	"reviler"	267016	271360	FALSE
"remeet"	"teemer"	267227	317776	FALSE
"remit"	"timer"	267353	323783	FALSE
"renner"	"renner"	267680	267680	TRUE
"rennet"	"tenner"	267681	318887	FALSE
"repaper"	"repaper"	268009	268009	TRUE
"repins"	"sniper"	268225	295564	FALSE
"report"	"troper"	268375	331153	FALSE
"repot"	"toper"	268434	325855	FALSE
"res"	"ser"	268992	285886	FALSE
"ret"	"ter"	270242	319183	FALSE
"retros"	"sorter"	270903	297685	FALSE
"rets"	"ster"	270947	303827	FALSE
"retter"	"retter"	270951	270951	TRUE
"rev"	"ver"	271063	358314	FALSE
"rever"	"rever"	271197	271197	TRUE
"reviver"	"reviver"	271436	271436	TRUE
"rew"	"wer"	271553	364168	FALSE
"rewet"	"tewer"	271625	320363	FALSE
"rimas"	"samir"	272945	277544	FALSE
"robur"	"rubor"	273613	275213	FALSE
"roes"	"seor"	273827	285530	FALSE
"rot"	"tor"	274594	326039	FALSE
"rotanev"	"venator"	274607	357942	FALSE
"rotator"	"rotator"	274631	274631	TRUE
"rotor"	"rotor"	274674	274674	TRUE
"rots"	"stor"	274684	305378	FALSE
"rs"	"sr"	275071	302111	FALSE
"rt"	"tr"	275074	326994	FALSE
"rums"	"smur"	275610	295152	FALSE
"runs"	"snur"	275696	295955	FALSE
"rus"	"sur"	275771	313307	FALSE
"rut"	"tur"	275907	332540	FALSE
"s"	"s"	275973	275973	TRUE
"sagas"	"sagas"	276633	276633	TRUE
"salat"	"talas"	276964	315553	FALSE
"sallets"	"stellas"	277117	303564	FALSE
"samas"	"samas"	277486	277486	TRUE
"saps"	"spas"	278250	298544	FALSE
"saros"	"soras"	278528	297494	FALSE
"sarus"	"suras"	278578	313320	FALSE
"sat"	"tas"	278643	316865	FALSE
"sav"	"vas"	279034	357349	FALSE
"saw"	"was"	279148	362861	FALSE
"sawt"	"twas"	279208	333202	FALSE
"scares"	"seracs"	279742	285891	FALSE
"scaw"	"wacs"	279926	361704	FALSE
"sclat"	"talcs"	280899	315572	FALSE
"sds"	"sds"	282384	282384	TRUE
"sebat"	"tabes"	282668	314805	FALSE
"secret"	"terces"	282791	319244	FALSE
"seeks"	"skees"	283121	292892	FALSE
"sees"	"sees"	283176	283176	TRUE
"seit"	"ties"	283361	323407	FALSE
"sekos"	"sokes"	283397	296457	FALSE
"selahs"	"shales"	283415	287259	FALSE
"selles"	"selles"	283586	283586	TRUE
"sememes"	"sememes"	283682	283682	TRUE
"semes"	"semes"	283692	283692	TRUE
"senit"	"tines"	285293	323967	FALSE
"senones"	"senones"	285310	285310	TRUE
"seraw"	"wares"	285936	362622	FALSE
"seres"	"seres"	285991	285991	TRUE
"sert"	"tres"	286397	329010	FALSE
"serves"	"sevres"	286439	286784	FALSE
"sew"	"wes"	286786	364222	FALSE
"sexes"	"sexes"	286849	286849	TRUE
"shahs"	"shahs"	287171	287171	TRUE
"shu"	"uhs"	289319	333683	FALSE
"sinnet"	"tennis"	291860	318893	FALSE
"siris"	"siris"	292395	292395	TRUE
"sirs"	"sris"	292436	302126	FALSE
"sis"	"sis"	292459	292459	TRUE
"sit"	"tis"	292605	324588	FALSE
"six"	"xis"	292710	368681	FALSE
"skeets"	"steeks"	292897	303386	FALSE
"skips"	"spiks"	293323	299793	FALSE
"sleeps"	"speels"	293914	299053	FALSE
"sleets"	"steels"	293933	303419	FALSE
"slew"	"wels"	293990	364081	FALSE
"slit"	"tils"	294236	323653	FALSE
"sloops"	"spools"	294339	300871	FALSE
"sloot"	"tools"	294341	325722	FALSE
"smart"	"trams"	294731	327608	FALSE
"smuts"	"stums"	295171	306900	FALSE
"snaps"	"spans"	295318	298382	FALSE
"snaw"	"wans"	295381	362462	FALSE
"snaws"	"swans"	295385	314096	FALSE
"snew"	"wens"	295469	364159	FALSE
"snips"	"spins"	295594	299972	FALSE
"snit"	"tins"	295600	324079	FALSE
"snoops"	"spoons"	295698	300908	FALSE
"snoot"	"toons"	295700	325736	FALSE
"snot"	"tons"	295753	325650	FALSE
"snow"	"wons"	295776	367086	FALSE
"soyot"	"toyos"	296432	325179	FALSE
"solos"	"solos"	296869	296869	TRUE
"sooloos"	"sooloos"	297339	297339	TRUE
"sos"	"sos"	297712	297712	TRUE
"sot"	"tos"	297732	326400	FALSE
"sow"	"wos"	298092	367728	FALSE
"sowt"	"twos"	298128	333512	FALSE
"spart"	"traps"	298517	328511	FALSE
"spat"	"taps"	298576	316440	FALSE
"spirt"	"trips"	300219	330475	FALSE
"spirts"	"strips"	300223	306395	FALSE
"spit"	"tips"	300237	324382	FALSE
"spiv"	"vips"	300295	360100	FALSE
"sports"	"strops"	301061	306596	FALSE
"spot"	"tops"	301097	326002	FALSE
"spots"	"stops"	301106	305370	FALSE
"sprat"	"tarps"	301196	316684	FALSE
"sprits"	"stirps"	301373	304831	FALSE
"sps"	"sps"	301432	301432	TRUE
"spt"	"tps"	301433	326993	FALSE
"sput"	"tups"	301563	332535	FALSE
"ss"	"ss"	302129	302129	TRUE
"st"	"ts"	302137	331749	FALSE
"stat"	"tats"	303024	316993	FALSE
"stats"	"stats"	303136	303136	TRUE
"staw"	"wats"	303223	363273	FALSE
"stert"	"trets"	304143	329053	FALSE
"stets"	"stets"	304179	304179	TRUE
"stew"	"wets"	304197	364315	FALSE
"stoot"	"toots"	305321	325805	FALSE
"stot"	"tots"	305490	326532	FALSE
"stow"	"wots"	305557	367737	FALSE
"stows"	"swots"	305578	314714	FALSE
"straw"	"warts"	305930	362847	FALSE
"strow"	"worts"	306610	367726	FALSE
"struts"	"sturts"	306709	307013	FALSE
"stu"	"uts"	306717	356239	FALSE
"stut"	"tuts"	307015	333112	FALSE
"su"	"us"	307023	355942	FALSE
"succus"	"succus"	309929	309929	TRUE
"suez"	"zeus"	310088	369158	FALSE
"sugat"	"tagus"	310237	315290	FALSE
"sulu"	"ulus"	310866	334125	FALSE
"sus"	"sus"	313688	313688	TRUE
"sv"	"vs"	313891	361511	FALSE
"sw"	"ws"	313920	368143	FALSE
"swat"	"taws"	314176	317268	FALSE
"swot"	"tows"	314713	326854	FALSE
"swow"	"wows"	314728	367781	FALSE
"t"	"t"	314737	314737	TRUE
"tat"	"tat"	316963	316963	TRUE
"tav"	"vat"	317201	357494	FALSE
"taw"	"wat"	317229	363044	FALSE
"tax"	"xat"	317274	368329	FALSE
"tebbet"	"tebbet"	317626	317626	TRUE
"tebet"	"tebet"	317628	317628	TRUE
"teet"	"teet"	317818	317818	TRUE
"tenet"	"tenet"	318859	318859	TRUE
"tennu"	"unnet"	318903	346865	FALSE
"terret"	"terret"	319561	319561	TRUE
"territ"	"tirret"	319600	324570	FALSE
"tew"	"wet"	320358	364298	FALSE
"tgt"	"tgt"	320422	320422	TRUE
"tibbit"	"tibbit"	323154	323154	TRUE
"tipit"	"tipit"	324310	324310	TRUE
"tirrit"	"tirrit"	324575	324575	TRUE
"tit"	"tit"	324610	324610	TRUE
"tyt"	"tyt"	324611	324611	TRUE
"tiu"	"uit"	324825	333703	FALSE
"tkt"	"tkt"	324844	324844	TRUE
"tnt"	"tnt"	324863	324863	TRUE
"toot"	"toot"	325744	325744	TRUE
"tort"	"trot"	326307	331280	FALSE
"tot"	"tot"	326445	326445	TRUE
"tow"	"wot"	326728	367734	FALSE
"trow"	"wort"	331412	367705	FALSE
"trt"	"trt"	331439	331439	TRUE
"tst"	"tst"	331808	331808	TRUE
"tu"	"ut"	331826	356102	FALSE
"tut"	"tut"	333054	333054	TRUE
"tv"	"vt"	333141	361513	FALSE
"txt"	"txt"	333518	333518	TRUE
"u"	"u"	333556	333556	TRUE
"ulu"	"ulu"	334112	334112	TRUE
"ululu"	"ululu"	334124	334124	TRUE
"umu"	"umu"	334311	334311	TRUE
"uru"	"uru"	355920	355920	TRUE
"usu"	"usu"	356049	356049	TRUE
"utu"	"utu"	356258	356258	TRUE
"ux"	"xu"	356305	368705	FALSE
"v"	"v"	356323	356323	TRUE
"vav"	"vav"	357583	357583	TRUE
"vv"	"vv"	361650	361650	TRUE
"w"	"w"	361652	361652	TRUE
"waw"	"waw"	363394	363394	TRUE
"wow"	"wow"	367777	367777	TRUE
"x"	"x"	368211	368211	TRUE
"xix"	"xix"	368692	368692	TRUE
"xx"	"xx"	368711	368711	TRUE
"xxx"	"xxx"	368717	368717	TRUE
"z"	"z"	368718	368718	TRUE
